2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00007dbc' type='259' header_size='16' size='24'>
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 3
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00007dd4' type='259' header_size='16' size='24'>
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 3
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00007dec' type='257' header_size='16' size='24'>
2026-08-16 02:18:02.975 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 1
2026-08-16 04:59:35.291 | DEBUG    | androguard.core.axml:__init__:1136 - AXMLPrinter
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:__init__:449 - AXMLParser
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:__init__:482 - FIRST HEADER <ARSCHeader idx='0x00000000' type='3' header_size='8' size='32260'>
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:__init__:540 - STRING_POOL <ARSCHeader idx='0x00000008' type='1' header_size='28' size='14652'>
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT -1
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003944' type='384' header_size='8' size='192'>
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:_do_next:617 - AXML contains a RESOURCE MAP
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003a04' type='256' header_size='16' size='24'>
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:_do_next:685 - Start of Namespace mapping: prefix 54: 'android' --> uri 174: 'http://schemas.android.com/apk/res/android'
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003a1c' type='258' header_size='16' size='176'>
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-16 04:59:35.292 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: manifest (line=1)
2026-08-16 04:59:35.294 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-16 04:59:35.294 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-16 04:59:35.294 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-16 04:59:35.294 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-16 04:59:35.294 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}versionCode='b'1''
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 1
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 1
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeName:997 - 1
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 1
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 1
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 1
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}versionName='b'1.0''
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 2
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 2
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeName:997 - 2
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 2
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 2
2026-08-16 04:59:35.303 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}compileSdkVersion='b'35''
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeName:997 - 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}compileSdkVersionCodename='b'15''
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 4
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 4
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeName:997 - 4
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 4
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 4
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 4
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: package='b'io.system.system903''
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 5
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 5
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeName:997 - 5
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 5
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 5
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: platformBuildVersionCode='b'35''
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 6
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 6
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeName:997 - 6
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 6
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 6
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: platformBuildVersionName='b'15''
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003acc' type='258' header_size='16' size='76'>
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: uses-sdk (line=0)
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}minSdkVersion='b'24''
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 1
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 1
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeName:997 - 1
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 1
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 1
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}targetSdkVersion='b'35''
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003b18' type='259' header_size='16' size='24'>
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003b30' type='258' header_size='16' size='56'>
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: uses-permission (line=2)
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}name='b'android.permission.INTERNET''
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003b68' type='259' header_size='16' size='24'>
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003b80' type='258' header_size='16' size='56'>
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: uses-permission (line=3)
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}name='b'android.permission.RECEIVE_SMS''
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003bb8' type='259' header_size='16' size='24'>
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003bd0' type='258' header_size='16' size='56'>
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: uses-permission (line=4)
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-16 04:59:35.304 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 0
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}name='b'android.permission.READ_SMS''
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003c08' type='259' header_size='16' size='24'>
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 3
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003c20' type='258' header_size='16' size='56'>
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: uses-permission (line=5)
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-16 04:59:35.305 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 0
2026-08-16 04:59:35.306 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}name='b'android.permission.SEND_SMS''
2026-08-16 04:59:35.306 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003c58' type='259' header_size='16' size='24'>
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 3
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003c70' type='258' header_size='16' size='56'>
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: uses-permission (line=6)
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}name='b'android.permission.WRITE_SMS''
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003ca8' type='259' header_size='16' size='24'>
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 3
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003cc0' type='258' header_size='16' size='56'>
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: uses-permission (line=7)
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeNamespace:981 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeUri:968 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeName:997 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeValueType:1027 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeValueData:1038 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:getAttributeValue:1052 - 0
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1195 - found an attribute: {http://schemas.android.com/apk/res/android}name='b'android.permission.RECEIVE_WAP_PUSH''
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 2
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003cf8' type='259' header_size='16' size='24'>
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 3
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:is_valid:575 - True
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:593 - M_EVENT 3
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:_do_next:608 - NEXT HEADER <ARSCHeader idx='0x00003d10' type='258' header_size='16' size='56'>
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1146 - DEBUG ARSC TYPE 2
2026-08-16 04:59:35.307 | DEBUG    | androguard.core.axml:__init__:1167 - START_TAG: uses-permission (line=8)
